route_id,service_id,trip_id,trip_headsign,shape_id
3M,305501,132623:305501,MEMORIAL to Northwood,3317
16,305502,134679:305502,BALMORAL to City Hall,3166
9,305503,133941:305503,JUNOT to Waterfront,3261
3J,305504,134326:305504,JUMBO GARDENS to Airport,3303
13,305505,132394:305505,JOHN-JUMBO to County Fair,3265
3M,305506,135372:305506,MEMORIAL to Jumbo Gardens,3314
14,305507,139044:305507,ARTHUR to City Hall,3243
14,305508,132479:305508,ARTHUR to Airport,3145
10,305509,139087:305509,NORTHWOOD to County Park,3112
13,305510,134560:305510,JOHN-JUMBO to County Fair,3265
3C,305511,134184:305511,COUNTY PARK to Northwood,3305
5,305512,135518:305512,EDWARD to Westfort,3136
1,305513,132671:305513,MAINLINE to Current River,3274
5,305514,138960:305514,EDWARD to Westfort,3136
5,305515,132534:305515,EDWARD to Westfort,3136
3M,305517,135392:305517,MEMORIAL to Airport,3321
10,305518,132430:305518,NORTHWOOD to County Park,3112
5,305519,135533:305519,EDWARD to Westfort,3136
11,305520,134817:305520,JOHN to Waterfront,3318
3M,305521,132622:305521,MEMORIAL to Northwood,3317
3J,305522,135729:305522,JUMBO GARDENS to Sherwood Dr.,3309
8,305523,132802:305523,JAMES to City Hall via College,3259
16,305524,134688:305524,BALMORAL to City Hall,3166
1,305525,135083:305525,MAINLINE to Current River,3274
3M,305526,133780:305526,MEMORIAL to County Park,3310
3C,305527,139017:305527,COUNTY PARK to Castlegreen Dr,3168
8,305528,134006:305528,JAMES to College,3211
3J,305529,134328:305529,JUMBO GARDENS to Airport,3303
13,305530,134653:305530,JOHN-JUMBO to Waterfront,3306
5,305531,134275:305531,EDWARD to Westfort,3136
1,305532,138846:305532,MAINLINE to Current River,3274
5,305533,134835:305533,EDWARD to Westfort,3136
3M,305534,135393:305534,MEMORIAL to Northwood,3322
8,305536,134044:305536,JAMES to City Hall via College,3259
14,305537,132480:305537,ARTHUR to Airport,3145
8,305538,135634:305538,JAMES to City Hall via College,3259
5,305539,132536:305539,EDWARD to Westfort,3136
3M,305540,135414:305540,MEMORIAL to City Hall,3315
13,305541,134547:305541,JOHN-JUMBO to Waterfront,3306
8,305542,132791:305542,JAMES to Intercity,3258
11,305544,134820:305544,JOHN to Waterfront,3318
3J,305545,134886:305545,JUMBO GARDENS to Airport,3303
14,305546,139036:305546,ARTHUR to City Hall,3243
3C,305547,135015:305547,COUNTY PARK to Castlegreen Dr,3320
8,305548,138710:305548,JAMES to City Hall,3204
3M,305549,135429:305549,MEMORIAL to City Hall,3315
5,305550,138963:305550,EDWARD to Westfort,3136
14,305551,132482:305551,ARTHUR to Airport,3145
8,305552,134027:305552,JAMES to College,3211
3C,305553,134209:305553,COUNTY PARK to Castlegreen Dr,3320
3C,305554,134179:305554,COUNTY PARK to Northwood,3305
1,305555,134149:305555,MAINLINE to Current River,3274
1,305556,135072:305556,MAINLINE to Westfort,3130
3C,305557,134197:305557,COUNTY PARK to Castlegreen Dr,3320
3C,305558,132501:305558,COUNTY PARK to Northwood,3305
5,305559,138953:305559,EDWARD to Westfort,3136
8,305560,132795:305560,JAMES to Intercity,3258
8,305561,138709:305561,JAMES to Intercity,3258
9,305562,133942:305562,JUNOT to Waterfront,3261
3C,305563,135697:305563,COUNTY PARK to Castlegreen Dr,3320
9,305564,132847:305564,JUNOT to Intercity,3313
3C,305565,134170:305565,COUNTY PARK to Northwood,3305
1,305566,135078:305566,MAINLINE to Current River,3274
3M,305567,133808:305567,MEMORIAL to Jumbo Gardens,3314
5,305568,134309:305568,EDWARD to Waterfront,3119
14,305569,132465:305569,ARTHUR to City Hall,3243
14,305570,134762:305570,ARTHUR to Airport,3145
13,305571,139141:305571,JOHN-JUMBO to County Fair,3265
5,305572,134264:305572,EDWARD to Westfort,3136
8,305573,135192:305573,JAMES to City Hall via College,3259
13,305574,132390:305574,JOHN-JUMBO to Waterfront,3306
8,305575,138705:305575,JAMES to City Hall via College,3259
5,305577,134860:305577,EDWARD to Westfort,3136
3J,305578,134903:305578,JUMBO GARDENS to Sherwood Dr.,3309
3M,305579,135428:305579,MEMORIAL to City Hall,3315
3C,305580,139009:305580,COUNTY PARK to Waterfront,3269
8,305581,135162:305581,JAMES to Intercity via College,3282
9,305582,133968:305582,JUNOT to University,3312
3M,305583,132639:305583,MEMORIAL to City Hall,3315
14,305584,132458:305584,ARTHUR to City Hall,3243
3C,305585,134194:305585,COUNTY PARK to Northwood,3305
5,305586,134311:305586,EDWARD to Waterfront,3119
9,305587,132835:305587,JUNOT to Waterfront,3261
8,305588,134026:305588,JAMES to Intercity via College,3282
3C,305589,132525:305589,COUNTY PARK to Castlegreen Dr,3320
9,305590,135129:305590,JUNOT to Waterfront,3261
5,305591,138985:305591,EDWARD to Waterfront,3119
3J,305592,134346:305592,JUMBO GARDENS to Sherwood Dr.,3309
5,305593,134276:305593,EDWARD to Westfort,3136
3M,305594,133784:305594,MEMORIAL to Jumbo Gardens,3314
9,305595,132850:305595,JUNOT to Intercity,3313
3C,305596,134182:305596,COUNTY PARK to Northwood,3305
3M,305597,133844:305597,MEMORIAL to Northwood,3322
14,305598,132483:305598,ARTHUR to Airport,3145
8,305599,134031:305599,JAMES to College,3211
9,305600,135100:305600,JUNOT to University,3312
3M,305601,133834:305601,MEMORIAL to Northwood,3322
8,305602,138725:305602,JAMES to City Hall,3204
3C,305603,135007:305603,COUNTY PARK to Castlegreen Dr,3320
3M,305604,135383:305604,MEMORIAL to Northwood,3322
3J,305605,134900:305605,JUMBO GARDENS to Sherwood Dr.,3309
3M,305606,132574:305606,MEMORIAL to County Park,3310
9,305607,135144:305607,JUNOT to Intercity,3313
5,305608,132545:305608,EDWARD to Westfort,3136
13,305609,132377:305609,JOHN-JUMBO to Waterfront,3306
3C,305610,135706:305610,COUNTY PARK to Castlegreen Dr,3320
5,305611,134284:305611,EDWARD to Westfort,3136
3M,305612,135705:305612,MEMORIAL to Airport,3321
8,305613,138726:305613,JAMES to College,3211
3C,305614,139018:305614,COUNTY PARK to Castlegreen Dr,3168
3M,305615,135422:305615,MEMORIAL to Waterfront,3304
1,305616,134146:305616,MAINLINE to Current River,3274
3C,305617,135000:305617,COUNTY PARK to Castlegreen Dr,3320
8,305618,135166:305618,JAMES to Intercity via College,3282
11,305619,135645:305619,JOHN to Waterfront,3318
1,305620,132677:305620,MAINLINE to Current River,3274
3J,305621,135657:305621,JUMBO GARDENS to Airport,3303
16,305622,134465:305622,BALMORAL to City Hall,3166
3M,305623,133872:305623,MEMORIAL to Waterfront,3304
3J,305624,135711:305624,JUMBO GARDENS to Sherwood Dr.,3309
10,305625,134411:305625,NORTHWOOD to County Park,3112
11,305626,134256:305626,JOHN to Waterfront,3318
14,305627,139061:305627,ARTHUR to Airport,3145
1,305628,138842:305628,MAINLINE to Current River,3274
1,305629,135076:305629,MAINLINE to Current River,3274
9,305630,132854:305630,JUNOT to Intercity,3313
3J,305631,134334:305631,JUMBO GARDENS to Sherwood Dr.,3309
3C,305632,134211:305632,COUNTY PARK to Castlegreen Dr,3320
9,305633,135143:305633,JUNOT to Intercity,3313
12,305634,134527:305634,to City Hall,3244
3J,305635,134343:305635,JUMBO GARDENS to Sherwood Dr.,3309
8,305636,135180:305636,JAMES to City Hall via College,3259
8,305637,132829:305637,JAMES to City Hall,3204
9,305638,133991:305638,JUNOT to University,3312
1,305639,134138:305639,MAINLINE to Current River,3274
3M,305640,132609:305640,MEMORIAL to City Hall,3315
13,305641,134636:305641,JOHN-JUMBO to Waterfront,3306
5,305642,134274:305642,EDWARD to Westfort,3136
8,305643,138706:305643,JAMES to City Hall,3204
11,305644,134245:305644,JOHN to Waterfront,3318
3C,305645,132528:305645,COUNTY PARK to Castlegreen Dr,3320
3M,305646,133771:305646,MEMORIAL to Waterfront,3304
16,305647,134475:305647,BALMORAL to City Hall,3166
8,305648,135204:305648,JAMES to City Hall,3204
3C,305649,134223:305649,COUNTY PARK to Castlegreen Dr,3320
5,305650,134847:305650,EDWARD to Waterfront,3119
3M,305651,135352:305651,MEMORIAL to Jumbo Gardens,3314
8,305652,135202:305652,JAMES to City Hall,3204
3M,305653,135359:305653,MEMORIAL to County Park,3307
12,305654,134509:305654,to City Hall,3244
3C,305655,134993:305655,COUNTY PARK to Northwood,3305
13,305656,134558:305656,JOHN-JUMBO to County Fair,3265
3M,305657,135349:305657,MEMORIAL to County Park,3307
10,305658,134410:305658,NORTHWOOD to County Park,3112
9,305659,135106:305659,JUNOT to Intercity,3313
3C,305660,132515:305660,COUNTY PARK to Castlegreen Dr,3320
1,305662,135049:305662,MAINLINE to Current River,3274
3C,305663,134992:305663,COUNTY PARK to Northwood,3305
3J,305664,134325:305664,JUMBO GARDENS to Airport,3303
13,305665,134556:305665,JOHN-JUMBO to County Fair,3265
1,305666,134162:305666,MAINLINE to Current River,3274
8,305667,138708:305667,JAMES to College,3211
1,305668,135654:305668,MAINLINE to Current River,3274
3M,305669,133826:305669,MEMORIAL to City Hall,3315
3M,305670,135354:305670,MEMORIAL to Jumbo Gardens,3314
16,305671,134677:305671,BALMORAL to City Hall,3166
8,305672,135186:305672,JAMES to City Hall via College,3259
3M,305673,135402:305673,MEMORIAL to Airport,3321
3M,305674,135353:305674,MEMORIAL to County Park,3307
14,305675,134373:305675,ARTHUR to City Hall,3243
9,305676,132840:305676,JUNOT to Waterfront,3261
13,305677,132409:305677,JOHN-JUMBO to County Fair,3265
11,305678,134822:305678,JOHN to Waterfront,3318
1,305679,134160:305679,MAINLINE to Current River,3274
3J,305680,134892:305680,JUMBO GARDENS to Airport,3303
11,305681,134246:305681,JOHN to Waterfront,3318
11,305682,134248:305682,JOHN to Waterfront,3318
1,305683,135079:305683,MAINLINE to Current River,3274
3C,305684,135017:305684,COUNTY PARK to Northwood,3305
3J,305685,134897:305685,JUMBO GARDENS to Airport,3303
1,305686,135053:305686,MAINLINE to Current River,3274
16,305687,135510:305687,BALMORAL to City Hall,3166
8,305688,135173:305688,JAMES to Intercity via College,3282
3C,305689,134193:305689,COUNTY PARK to Northwood,3305
3C,305690,132521:305690,COUNTY PARK to Castlegreen Dr,3320
3M,305692,135722:305692,MEMORIAL to Airport,3321
13,305693,134551:305693,JOHN-JUMBO to County Fair,3265
10,305694,134409:305694,NORTHWOOD to County Park,3112
13,305695,132386:305695,JOHN-JUMBO to Waterfront,3306
3M,305696,135693:305696,MEMORIAL to Northwood,3322
3J,305697,134899:305697,JUMBO GARDENS to Sherwood Dr.,3309
8,305698,132798:305698,JAMES to City Hall via College,3259
1,305699,135651:305699,MAINLINE to Current River,3274
8,305700,134000:305700,JAMES to City Hall,3204
3M,305701,133812:305701,MEMORIAL to Jumbo Gardens,3314
9,305702,133952:305702,JUNOT to Waterfront,3261
3M,305703,135379:305703,MEMORIAL to Northwood,3322
11,305704,134247:305704,JOHN to Waterfront,3318
3M,305705,133846:305705,MEMORIAL to Northwood,3322
3J,305706,134342:305706,JUMBO GARDENS to Sherwood Dr.,3309
8,305707,132809:305707,JAMES to Intercity,3258
3M,305708,135573:305708,MEMORIAL to Jumbo Gardens,3314
8,305709,135183:305709,JAMES to City Hall via College,3259
3M,305710,135368:305710,MEMORIAL to Jumbo Gardens,3314
8,305711,135176:305711,JAMES to Intercity via College,3282
3M,305712,133790:305712,MEMORIAL to Jumbo Gardens,3314
9,305713,133944:305713,JUNOT to Waterfront,3261
8,305714,138717:305714,JAMES to City Hall via College,3259
5,305715,134266:305715,EDWARD to Westfort,3136
3C,305716,134216:305716,COUNTY PARK to Castlegreen Dr,3320
3M,305717,135564:305717,MEMORIAL to County Park,3307
9,305718,135716:305718,JUNOT to Intercity,3313
3M,305719,132618:305719,MEMORIAL to Northwood,3317
16,305720,135514:305720,BALMORAL to City Hall,3166
13,305721,132388:305721,JOHN-JUMBO to Waterfront,3306
10,305722,139085:305722,NORTHWOOD to County Park,3112
3M,305723,132610:305723,MEMORIAL to Northwood,3317
8,305724,132811:305724,JAMES to Intercity,3258
16,305725,134464:305725,BALMORAL to City Hall,3166
3C,305726,132494:305726,COUNTY PARK to Northwood,3305
8,305727,135188:305727,JAMES to City Hall via College,3259
8,305728,132823:305728,JAMES to City Hall,3204
8,305729,134032:305729,JAMES to College,3211
5,305730,134283:305730,EDWARD to Westfort,3136
1,305731,134142:305731,MAINLINE to Current River,3274
1,305732,134163:305732,MAINLINE to Current River,3274
8,305733,138707:305733,JAMES to City Hall,3204
8,305734,134009:305734,JAMES to City Hall via College,3298
5,305735,134281:305735,EDWARD to Westfort,3136
1,305736,135050:305736,MAINLINE to Current River,3274
1,305737,134140:305737,MAINLINE to Current River,3274
5,305738,134260:305738,EDWARD to Westfort,3136
3C,305739,132526:305739,COUNTY PARK to Castlegreen Dr,3320
3M,305740,133835:305740,MEMORIAL to Airport,3321
12,305741,134522:305741,to City Hall,3244
9,305742,133969:305742,JUNOT to Intercity,3313
3M,305743,135676:305743,MEMORIAL to Northwood,3317
3M,305744,135350:305744,MEMORIAL to Jumbo Gardens,3314
16,305745,134687:305745,BALMORAL to City Hall,3166
3M,305746,135380:305746,MEMORIAL to Airport,3321
5,305747,134315:305747,EDWARD to Waterfront,3119
3C,305748,132508:305748,COUNTY PARK to Northwood,3305
1,305749,138837:305749,MAINLINE to Current River,3274
5,305750,134851:305750,EDWARD to Westfort,3136
3C,305751,134198:305751,COUNTY PARK to Castlegreen Dr,3320
8,305752,132792:305752,JAMES to Intercity,3258
8,305753,135604:305753,JAMES to Intercity via College,3282
3J,305754,135694:305754,JUMBO GARDENS to Sherwood Dr.,3309
3M,305755,135376:305755,MEMORIAL to Jumbo Gardens,3314
11,305756,134253:305756,JOHN to Waterfront,3318
8,305757,135194:305757,JAMES to College,3211
1,305758,132678:305758,MAINLINE to Current River,3274
1,305759,132643:305759,MAINLINE to Current River,3234
3J,305760,134912:305760,JUMBO GARDENS to Sherwood Dr.,3309
3M,305761,135412:305761,MEMORIAL to County Park,3310
9,305762,133946:305762,JUNOT to Waterfront,3261
8,305763,132799:305763,JAMES to City Hall via College,3259
5,305764,132554:305764,EDWARD to Waterfront,3119
11,305765,134257:305765,JOHN to Waterfront,3318
3M,305766,133799:305766,MEMORIAL to County Park,3307
13,305767,139144:305767,JOHN-JUMBO to County Fair,3265
5,305768,134279:305768,EDWARD to Westfort,3136
9,305769,135107:305769,JUNOT to Intercity,3313
3M,305770,133783:305770,MEMORIAL to County Park,3307
1,305771,135051:305771,MAINLINE to Current River,3274
3M,305772,133833:305772,MEMORIAL to Airport,3321
1,305773,135080:305773,MAINLINE to Current River,3274
16,305774,135506:305774,BALMORAL to City Hall,3166
3M,305775,135566:305775,MEMORIAL to Jumbo Gardens,3314
5,305776,138964:305776,EDWARD to Westfort,3136
9,305777,133939:305777,JUNOT to Waterfront,3261
1,305778,138839:305778,MAINLINE to Current River,3274
3M,305779,135360:305779,MEMORIAL to Jumbo Gardens,3314
10,305780,139073:305780,NORTHWOOD to County Park,3112
9,305782,132830:305782,JUNOT to Waterfront,3261
3C,305783,132531:305783,COUNTY PARK to Castlegreen Dr,3320
3M,305784,132605:305784,MEMORIAL to Northwood,3317
3C,305785,132511:305785,COUNTY PARK to Waterfront,3323
12,305787,134519:305787,to City Hall,3244
14,305788,134384:305788,ARTHUR to Airport,3145
3M,305789,135417:305789,MEMORIAL to Northwood,3317
3C,305790,132493:305790,COUNTY PARK to Northwood,3305
14,305791,132463:305791,ARTHUR to City Hall,3243
1,305792,138834:305792,MAINLINE to Current River,3274
3C,305793,134177:305793,COUNTY PARK to Northwood,3305
3C,305794,134192:305794,COUNTY PARK to Northwood,3305
3J,305795,134316:305795,JUMBO GARDENS to Airport,3303
9,305796,135124:305796,JUNOT to Waterfront,3261
3J,305797,134319:305797,JUMBO GARDENS to Airport,3303
5,305798,132570:305798,EDWARD to Waterfront,3119
16,305799,134675:305799,BALMORAL to City Hall,3166
1,305800,134141:305800,MAINLINE to Current River,3274
5,305801,138952:305801,EDWARD to Westfort,3136
3M,305802,132627:305802,MEMORIAL to Waterfront,3304
3M,305803,133776:305803,MEMORIAL to County Park,3310
5,305804,138988:305804,EDWARD to Waterfront,3119
3M,305805,133809:305805,MEMORIAL to County Park,3307
13,305806,139146:305806,JOHN-JUMBO to County Fair,3265
3M,305807,135407:305807,MEMORIAL to Northwood,3322
9,305808,138661:305808,JUNOT to Waterfront,3261
3C,305809,134210:305809,COUNTY PARK to Castlegreen Dr,3320
8,305810,135195:305810,JAMES to College,3211
3J,305811,134324:305811,JUMBO GARDENS to Airport,3303
8,305812,135200:305812,JAMES to City Hall,3204
3M,305813,135587:305813,MEMORIAL to Jumbo Gardens,3314
3M,305814,135358:305814,MEMORIAL to Jumbo Gardens,3314
3J,305815,134318:305815,JUMBO GARDENS to Airport,3303
13,305816,134541:305816,JOHN-JUMBO to Waterfront,3306
1,305817,134155:305817,MAINLINE to Current River,3274
3M,305818,135410:305818,MEMORIAL to Northwood,3317
3M,305819,133874:305819,MEMORIAL to Waterfront,3304
1,305820,132682:305820,MAINLINE to Current River,3274
5,305822,138970:305822,EDWARD to Waterfront,3119
8,305824,134020:305824,JAMES to Intercity via College,3282
14,305825,134372:305825,ARTHUR to City Hall,3243
3M,305826,133843:305826,MEMORIAL to Airport,3321
3M,305827,132615:305827,MEMORIAL to City Hall,3315
3C,305828,135010:305828,COUNTY PARK to Castlegreen Dr,3320
3J,305829,134907:305829,JUMBO GARDENS to Sherwood Dr.,3309
3J,305830,135660:305830,JUMBO GARDENS to Airport,3303
12,305831,134512:305831,to City Hall,3244
14,305832,132464:305832,ARTHUR to City Hall,3243
13,305833,132378:305833,JOHN-JUMBO to Waterfront,3306
16,305834,134469:305834,BALMORAL to City Hall,3166
8,305835,135562:305835,JAMES to Intercity via College,3282
5,305836,134313:305836,EDWARD to Waterfront,3119
3C,305837,135008:305837,COUNTY PARK to Castlegreen Dr,3320
3M,305838,135374:305838,MEMORIAL to Jumbo Gardens,3314
9,305839,133993:305839,JUNOT to University,3312
11,305840,134821:305840,JOHN to Waterfront,3318
14,305841,132462:305841,ARTHUR to City Hall,3243
9,305842,135141:305842,JUNOT to Intercity,3313
13,305844,132389:305844,JOHN-JUMBO to Waterfront,3306
5,305845,138983:305845,EDWARD to Waterfront,3119
3C,305846,134196:305846,COUNTY PARK to Waterfront,3323
5,305847,138950:305847,EDWARD to Westfort,3136
3M,305848,133807:305848,MEMORIAL to County Park,3307
3J,305849,135685:305849,JUMBO GARDENS to Sherwood Dr.,3309
8,305850,138722:305850,JAMES to City Hall,3204
3M,305851,135423:305851,MEMORIAL to County Park,3310
3M,305852,132626:305852,MEMORIAL to City Hall,3315
14,305853,135570:305853,ARTHUR to Airport,3145
3C,305854,132503:305854,COUNTY PARK to Northwood,3305
3M,305855,133802:305855,MEMORIAL to Jumbo Gardens,3314
5,305856,134855:305856,EDWARD to Westfort,3136
5,305857,132565:305857,EDWARD to Waterfront,3119
1,305858,134151:305858,MAINLINE to Current River,3274
3M,305859,132589:305859,MEMORIAL to County Park,3310
5,305860,132552:305860,EDWARD to Waterfront,3119
3M,305861,132630:305861,MEMORIAL to Waterfront,3304
5,305862,134289:305862,EDWARD to Waterfront,3119
8,305863,135583:305863,JAMES to Intercity via College,3282
8,305864,135170:305864,JAMES to Intercity via College,3282
14,305865,132481:305865,ARTHUR to Airport,3145
3M,305866,133786:305866,MEMORIAL to Jumbo Gardens,3314
1,305867,138845:305867,MAINLINE to Current River,3274
16,305868,134481:305868,BALMORAL to City Hall,3166
14,305869,134792:305869,ARTHUR to City Hall,3243
11,305870,135642:305870,JOHN to Waterfront,3318
3M,305871,133774:305871,MEMORIAL to County Park,3310
3M,305872,133791:305872,MEMORIAL to County Park,3307
3M,305873,133832:305873,MEMORIAL to Airport,3308
3M,305874,132617:305874,MEMORIAL to City Hall,3315
3C,305875,139016:305875,COUNTY PARK to Castlegreen Dr,3168
1,305876,132674:305876,MAINLINE to Current River,3274
3C,305877,135009:305877,COUNTY PARK to Castlegreen Dr,3320
8,305879,132814:305879,JAMES to College,3211
3M,305880,133858:305880,MEMORIAL to Northwood,3322
3C,305881,134188:305881,COUNTY PARK to Northwood,3305
9,305882,133947:305882,JUNOT to Waterfront,3261
8,305883,135187:305883,JAMES to City Hall via College,3259
8,305884,138702:305884,JAMES to City Hall via College,3259
3M,305886,135396:305886,MEMORIAL to Airport,3321
3J,305887,134887:305887,JUMBO GARDENS to Airport,3303
8,305888,138695:305888,JAMES to Intercity,3258
3M,305889,133800:305889,MEMORIAL to Jumbo Gardens,3314
3M,305890,133860:305890,MEMORIAL to Northwood,3322
3C,305891,135732:305891,COUNTY PARK to Castlegreen Dr,3320
8,305892,134049:305892,JAMES to City Hall via College,3259
3M,305893,132614:305893,MEMORIAL to Northwood,3317
1,305894,135054:305894,MAINLINE to Current River,3274
5,305895,134263:305895,EDWARD to Westfort,3136
9,305896,138658:305896,JUNOT to Waterfront,3261
16,305897,134480:305897,BALMORAL to City Hall,3166
8,305898,132793:305898,JAMES to Intercity,3258
5,305899,132564:305899,EDWARD to Waterfront,3119
3C,305900,132506:305900,COUNTY PARK to Northwood,3305
11,305901,134824:305901,JOHN to Waterfront,3318
13,305902,134635:305902,JOHN-JUMBO to Waterfront,3306
3J,305903,134332:305903,JUMBO GARDENS to Waterfront,3316
5,305904,134290:305904,EDWARD to Waterfront,3119
9,305905,132849:305905,JUNOT to Intercity,3313
5,305906,132539:305906,EDWARD to Westfort,3136
3C,305907,134174:305907,COUNTY PARK to Northwood,3305
5,305908,134833:305908,EDWARD to Westfort,3136
9,305909,135123:305909,JUNOT to Waterfront,3261
3M,305910,132596:305910,MEMORIAL to County Park,3310
8,305911,135165:305911,JAMES to Intercity via College,3282
13,305912,132406:305912,JOHN-JUMBO to County Fair,3265
3M,305913,135347:305913,MEMORIAL to County Park,3307
3M,305914,132628:305914,MEMORIAL to Waterfront,3304
3M,305916,132583:305916,MEMORIAL to County Park,3310
8,305917,135179:305917,JAMES to City Hall via College,3259
3C,305918,132530:305918,COUNTY PARK to Castlegreen Dr,3320
3J,305919,134901:305919,JUMBO GARDENS to Sherwood Dr.,3309
3C,305920,135023:305920,COUNTY PARK to Castlegreen Dr,3320
5,305921,134312:305921,EDWARD to Waterfront,3119
3M,305923,132641:305923,MEMORIAL to Waterfront,3304
10,305924,132412:305924,NORTHWOOD to County Park,3112
8,305925,132794:305925,JAMES to Intercity,3258
3C,305926,134984:305926,COUNTY PARK to Northwood,3305
3C,305927,135020:305927,COUNTY PARK to Waterfront,3323
9,305928,133978:305928,JUNOT to Intercity,3313
8,305929,135191:305929,JAMES to City Hall via College,3259
5,305930,132550:305930,EDWARD to Westfort,3136
3M,305931,133804:305931,MEMORIAL to Jumbo Gardens,3314
3M,305932,133866:305932,MEMORIAL to Northwood,3317
9,305933,135102:305933,JUNOT to University,3312
8,305934,135630:305934,JAMES to City Hall via College,3259
3M,305935,135348:305935,MEMORIAL to Jumbo Gardens,3314
3M,305936,135421:305936,MEMORIAL to County Park,3310
3J,305937,134913:305937,JUMBO GARDENS to Sherwood Dr.,3309
1,305938,132683:305938,MAINLINE to Waterfront,3275
12,305939,134507:305939,to City Hall,3244
3M,305940,132584:305940,MEMORIAL to Waterfront,3304
14,305941,135598:305941,ARTHUR to Airport,3145
8,305942,138692:305942,JAMES to City Hall via College,3259
3C,305943,134189:305943,COUNTY PARK to Waterfront,3323
13,305944,132379:305944,JOHN-JUMBO to Waterfront,3306
13,305945,132385:305945,JOHN-JUMBO to Waterfront,3306
9,305946,133951:305946,JUNOT to Waterfront,3261
9,305947,132838:305947,JUNOT to Waterfront,3261
8,305948,135193:305948,JAMES to City Hall,3204
10,305949,139086:305949,NORTHWOOD to County Park,3112
13,305950,134648:305950,JOHN-JUMBO to County Fair,3265
9,305951,135138:305951,JUNOT to Intercity,3313
14,305952,139042:305952,ARTHUR to City Hall,3243
1,305954,132665:305954,MAINLINE to Current River,3274
5,305956,134265:305956,EDWARD to Westfort,3136
3M,305957,135585:305957,MEMORIAL to County Park,3307
5,305958,134849:305958,EDWARD to Waterfront,3119
5,305959,132543:305959,EDWARD to Westfort,3136
3C,305960,135016:305960,COUNTY PARK to Castlegreen Dr,3320
11,305961,135643:305961,JOHN to Waterfront,3318
3M,305962,132603:305962,MEMORIAL to Northwood,3317
5,305963,138962:305963,EDWARD to Westfort,3136
3M,305965,133830:305965,MEMORIAL to City Hall,3315
13,305966,134538:305966,JOHN-JUMBO to Waterfront,3306
3M,305967,132586:305967,MEMORIAL to Waterfront,3304
9,305968,132852:305968,JUNOT to Intercity,3313
13,305969,132384:305969,JOHN-JUMBO to Waterfront,3306
9,305970,135139:305970,JUNOT to Intercity,3313
9,305971,132845:305971,JUNOT to Intercity,3313
8,305972,135181:305972,JAMES to City Hall via College,3259
3M,305973,132582:305973,MEMORIAL to Waterfront,3304
5,305974,134854:305974,EDWARD to Westfort,3136
8,305975,135199:305975,JAMES to College,3211
5,305976,138982:305976,EDWARD to Waterfront,3119
3C,305977,134988:305977,COUNTY PARK to Northwood,3305
8,305978,138693:305978,JAMES to Intercity,3258
3C,305979,132497:305979,COUNTY PARK to Northwood,3305
3C,305980,135546:305980,COUNTY PARK to Northwood,3305
3M,305981,135684:305981,MEMORIAL to Northwood,3322
13,305982,134548:305982,JOHN-JUMBO to Waterfront,3306
5,305983,134280:305983,EDWARD to Westfort,3136
3M,305984,132608:305984,MEMORIAL to Northwood,3317
3J,305985,134335:305985,JUMBO GARDENS to Sherwood Dr.,3309
16,305986,134467:305986,BALMORAL to City Hall,3166
3M,305987,132634:305987,MEMORIAL to City Hall,3315
3M,305988,135409:305988,MEMORIAL to Northwood,3322
14,305989,134763:305989,ARTHUR to Airport,3145
9,305990,133943:305990,JUNOT to Waterfront,3261
3J,305991,135656:305991,JUMBO GARDENS to Airport,3303
3J,305992,134338:305992,JUMBO GARDENS to Sherwood Dr.,3309
16,305993,134476:305993,BALMORAL to City Hall,3166
3M,305994,135387:305994,MEMORIAL to Northwood,3322
4,305996,139190:305996,NEEBING,3219
3M,305997,132635:305997,MEMORIAL to City Hall,3315
3M,305998,135405:305998,MEMORIAL to Northwood,3322
3C,305999,135013:305999,COUNTY PARK to Castlegreen Dr,3320
3C,306000,135012:306000,COUNTY PARK to Castlegreen Dr,3320
3M,306001,133876:306001,MEMORIAL to City Hall,3315
1,306002,135084:306002,MAINLINE to Current River,3274
3C,306003,134212:306003,COUNTY PARK to Castlegreen Dr,3320
11,306004,134814:306004,JOHN to Waterfront,3318
8,306005,132808:306005,JAMES to City Hall,3204
5,306006,134832:306006,EDWARD to Westfort,3136
8,306007,132800:306007,JAMES to City Hall via College,3259
3M,306008,135728:306008,MEMORIAL to Northwood,3322
9,306009,132834:306009,JUNOT to Waterfront,3261
5,306010,134848:306010,EDWARD to Waterfront,3119
3M,306011,133801:306011,MEMORIAL to County Park,3307
9,306012,135679:306012,JUNOT to Intercity,3313
3J,306013,135659:306013,JUMBO GARDENS to Airport,3303
3M,306015,133806:306015,MEMORIAL to Jumbo Gardens,3314
13,306016,134555:306016,JOHN-JUMBO to County Fair,3265
3M,306017,132575:306017,MEMORIAL to County Park,3310
3C,306018,134219:306018,COUNTY PARK to Castlegreen Dr,3320
13,306019,139143:306019,JOHN-JUMBO to County Fair,3265
12,306020,134515:306020,to City Hall,3244
3M,306021,135580:306021,MEMORIAL to Jumbo Gardens,3314
11,306022,135644:306022,JOHN to Waterfront,3318
3M,306023,135399:306023,MEMORIAL to Northwood,3322
5,306024,132567:306024,EDWARD to Waterfront,3119
3M,306025,132593:306025,MEMORIAL to County Park,3310
9,306026,135127:306026,JUNOT to Waterfront,3261
5,306027,138989:306027,EDWARD to Waterfront,3119
3M,306028,132619:306028,MEMORIAL to City Hall,3315
