route_id,service_id,trip_id,trip_headsign,shape_id
1,302944,135085:302944,MAINLINE to Current River,3274
10,302947,134962:302947,NORTHWOOD to College,3264
3J,302949,134884:302949,JUMBO GARDENS to Airport,3286
10,302951,132441:302951,NORTHWOOD to College,3264
16,302954,134696:302954,BALMORAL to College,3152
3J,302955,135661:302955,JUMBO GARDENS to Airport,3286
1,302956,138870:302956,MAINLINE to Waterfront,3231
1,302958,138816:302958,MAINLINE to Westfort,3130
2,302959,132714:302959,CROSSTOWN to Westfort,3113
1,302962,135650:302962,MAINLINE to Current River,3274
1,302965,138818:302965,MAINLINE to Westfort,3130
10,302967,134449:302967,NORTHWOOD to College,3264
8,302968,135562:302968,JAMES to Intercity via College,3282
11,302969,134805:302969,JOHN to Windsor St.,3283
16,302976,135600:302976,BALMORAL to Waterfront,3301
16,302977,134702:302977,BALMORAL to College,3152
10,302981,134943:302981,NORTHWOOD to College,3264
9,302983,135132:302983,JUNOT to Intercity,3260
10,302984,134456:302984,NORTHWOOD to College,3264
1,302986,132699:302986,MAINLINE to Waterfront,3231
3J,302988,134891:302988,JUMBO GARDENS to Airport,3286
10,302993,134949:302993,NORTHWOOD to College,3264
2,302994,133934:302994,CROSSTOWN to Westfort,3113
10,302998,132445:302998,NORTHWOOD to College,3264
1,303000,138822:303000,MAINLINE to Westfort,3130
1,303002,132650:303002,MAINLINE to Westfort,3130
13,303003,132404:303003,JOHN-JUMBO to County Fair,3265
1,303004,132703:303004,MAINLINE to Waterfront,3231
1,303005,132663:303005,MAINLINE to City Hall,3153
8,303006,135552:303006,JAMES to Intercity via College,3282
2,303008,138770:303008,CROSSTOWN to Westfort,3113
16,303009,134491:303009,BALMORAL to College,3152
2,303011,138778:303011,CROSSTOWN to Westfort,3113
16,303012,134501:303012,BALMORAL to College,3152
2,303013,138774:303013,CROSSTOWN to Westfort,3113
1,303017,132644:303017,MAINLINE to Westfort,3130
3C,303018,135029:303018,COUNTY PARK to Northwood,3271
3M,303019,138880:303019,MEMORIAL to County Park,3175
2,303021,132722:303021,CROSSTOWN to Westfort,3113
10,303022,139098:303022,NORTHWOOD to College,3264
3J,303023,134885:303023,JUMBO GARDENS to Airport,3286
9,303026,135133:303026,JUNOT to Intercity,3260
1,303029,132711:303029,MAINLINE to Waterfront,3231
11,303031,134237:303031,JOHN to Windsor St.,3283
9,303032,135119:303032,JUNOT to Waterfront,3261
3C,303034,135028:303034,COUNTY PARK to Waterfront,3269
3J,303035,134890:303035,JUMBO GARDENS to Airport,3286
11,303036,134798:303036,JOHN to Windsor St.,3283
1,303037,132647:303037,MAINLINE to Westfort,3130
1,303040,135076:303040,MAINLINE to Current River,3274
3M,303042,138936:303042,MEMORIAL to Waterfront,3179
11,303047,134800:303047,JOHN to Windsor St.,3283
11,303048,134228:303048,JOHN to Windsor St.,3283
3J,303054,134914:303054,JUMBO GARDENS to Waterfront,3284
1,303055,138811:303055,MAINLINE to Westfort,3130
10,303057,132440:303057,NORTHWOOD to College,3264
1,303059,132705:303059,MAINLINE to Waterfront,3231
1,303061,135075:303061,MAINLINE to Current River,3274
2,303062,133908:303062,CROSSTOWN to Westfort,3113
2,303065,133912:303065,CROSSTOWN to Westfort,3113
16,303068,134502:303068,BALMORAL to College,3152
2,303069,132716:303069,CROSSTOWN to Westfort,3113
1,303070,132653:303070,MAINLINE to Westfort,3130
9,303071,135724:303071,JUNOT to Intercity,3260
3J,303073,134889:303073,JUMBO GARDENS to Airport,3286
10,303075,135602:303075,NORTHWOOD to College,3264
2,303084,132718:303084,CROSSTOWN to Westfort,3113
9,303086,135147:303086,JUNOT to Intercity,3260
1,303087,138817:303087,MAINLINE to Westfort,3130
16,303088,134704:303088,BALMORAL to College,3152
13,303089,132398:303089,JOHN-JUMBO to County Fair,3265
16,303095,134701:303095,BALMORAL to College,3152
3M,303096,135422:303096,MEMORIAL to Waterfront,3179
11,303097,134238:303097,JOHN to Windsor St.,3283
10,303098,134950:303098,NORTHWOOD to College,3264
1,303100,134137:303100,MAINLINE to City Hall,3153
11,303102,134233:303102,JOHN to Windsor St.,3283
2,303104,138784:303104,CROSSTOWN to Westfort,3113
11,303106,134802:303106,JOHN to Windsor St.,3283
11,303108,134806:303108,JOHN to Windsor St.,3283
1,303110,135074:303110,MAINLINE to Current River,3274
13,303115,132403:303115,JOHN-JUMBO to County Fair,3265
9,303118,138672:303118,JUNOT to Intercity,3260
10,303121,134442:303121,NORTHWOOD to College,3264
1,303122,132704:303122,MAINLINE to Waterfront,3231
1,303123,138873:303123,MAINLINE to Waterfront,3231
11,303124,134808:303124,JOHN to Windsor St.,3283
10,303126,139104:303126,NORTHWOOD to College,3264
11,303128,134241:303128,JOHN to Windsor St.,3283
3J,303132,134886:303132,JUMBO GARDENS to Airport,3286
16,303136,134691:303136,BALMORAL to College,3152
16,303139,135549:303139,BALMORAL to College,3152
9,303141,135679:303141,JUNOT to Intercity,3260
9,303144,138685:303144,JUNOT to University,3247
9,303146,135102:303146,JUNOT to University,3247
11,303147,134234:303147,JOHN to Windsor St.,3283
16,303149,134703:303149,BALMORAL to College,3152
1,303150,138819:303150,MAINLINE to Westfort,3130
16,303151,134496:303151,BALMORAL to College,3152
11,303152,134226:303152,JOHN to Windsor St.,3283
9,303155,138679:303155,JUNOT to Intercity,3260
3J,303156,134888:303156,JUMBO GARDENS to Airport,3286
11,303158,135717:303158,JOHN to Windsor St.,3283
13,303159,139133:303159,JOHN-JUMBO to County Fair,3265
1,303160,135651:303160,MAINLINE to Current River,3274
3J,303161,134892:303161,JUMBO GARDENS to Airport,3286
11,303163,135699:303163,JOHN to Windsor St.,3283
1,303164,138830:303164,MAINLINE to City Hall,3153
10,303165,135581:303165,NORTHWOOD to College,3264
11,303167,134804:303167,JOHN to Windsor St.,3283
2,303170,138787:303170,CROSSTOWN to Westfort,3113
1,303175,135043:303175,MAINLINE to City Hall,3153
10,303176,134958:303176,NORTHWOOD to College,3264
2,303178,138777:303178,CROSSTOWN to Westfort,3113
1,303181,135086:303181,MAINLINE to Current River,3274
1,303184,132655:303184,MAINLINE to Westfort,3130
2,303186,138789:303186,CROSSTOWN to Westfort,3113
1,303189,132654:303189,MAINLINE to Westfort,3130
2,303190,132731:303190,CROSSTOWN to Westfort,3113
2,303192,138775:303192,CROSSTOWN to Westfort,3113
2,303193,133909:303193,CROSSTOWN to Westfort,3113
1,303196,132649:303196,MAINLINE to Westfort,3130
11,303197,134232:303197,JOHN to Windsor St.,3283
13,303198,134649:303198,JOHN-JUMBO to County Fair,3265
3C,303201,135022:303201,COUNTY PARK to Northwood,3271
13,303202,134650:303202,JOHN-JUMBO to County Fair,3265
9,303203,135698:303203,JUNOT to Intercity,3260
10,303204,139095:303204,NORTHWOOD to College,3264
10,303205,132442:303205,NORTHWOOD to College,3264
16,303207,134497:303207,BALMORAL to College,3152
2,303208,132729:303208,CROSSTOWN to Westfort,3113
10,303211,139101:303211,NORTHWOOD to College,3264
2,303216,138771:303216,CROSSTOWN to Westfort,3113
1,303219,138875:303219,MAINLINE to Waterfront,3231
9,303220,135137:303220,JUNOT to Intercity,3260
9,303221,138686:303221,JUNOT to University,3247
9,303228,135114:303228,JUNOT to University,3247
3C,303230,134984:303230,COUNTY PARK to Northwood,3271
16,303233,134499:303233,BALMORAL to College,3152
13,303234,134651:303234,JOHN-JUMBO to County Fair,3265
1,303235,135051:303235,MAINLINE to Current River,3274
10,303239,135550:303239,NORTHWOOD to College,3264
2,303241,133933:303241,CROSSTOWN to Westfort,3113
3M,303242,138937:303242,MEMORIAL to Waterfront,3179
1,303244,138877:303244,MAINLINE to Waterfront,3231
1,303245,132706:303245,MAINLINE to Waterfront,3231
10,303247,134945:303247,NORTHWOOD to College,3264
1,303248,135054:303248,MAINLINE to Current River,3274
2,303250,133929:303250,CROSSTOWN to Westfort,3113
3J,303251,134896:303251,JUMBO GARDENS to Airport,3286
10,303256,139103:303256,NORTHWOOD to College,3264
9,303257,138676:303257,JUNOT to Intercity,3260
1,303258,138866:303258,MAINLINE to Waterfront,3231
1,303259,134114:303259,MAINLINE to Westfort,3130
2,303260,132725:303260,CROSSTOWN to Westfort,3113
1,303262,138815:303262,MAINLINE to Westfort,3130
2,303263,132713:303263,CROSSTOWN to Westfort,3113
1,303267,132707:303267,MAINLINE to Waterfront,3231
13,303270,132397:303270,JOHN-JUMBO to County Fair,3265
10,303271,134946:303271,NORTHWOOD to College,3264
9,303273,135105:303273,JUNOT to Intercity,3260
10,303275,134444:303275,NORTHWOOD to College,3264
9,303276,135673:303276,JUNOT to Intercity,3260
1,303277,138874:303277,MAINLINE to Waterfront,3231
10,303278,135560:303278,NORTHWOOD to College,3264
3C,303280,135017:303280,COUNTY PARK to Northwood,3271
10,303284,134446:303284,NORTHWOOD to College,3264
1,303285,138872:303285,MAINLINE to Waterfront,3231
3C,303287,135540:303287,COUNTY PARK to Northwood,3271
9,303291,138688:303291,JUNOT to University,3247
9,303294,138682:303294,JUNOT to University,3247
16,303296,134492:303296,BALMORAL to College,3152
1,303298,138814:303298,MAINLINE to Westfort,3130
2,303300,132723:303300,CROSSTOWN to Westfort,3113
10,303304,134445:303304,NORTHWOOD to College,3264
1,303305,132652:303305,MAINLINE to Westfort,3130
1,303306,135083:303306,MAINLINE to Current River,3274
1,303307,132648:303307,MAINLINE to Westfort,3130
2,303308,132719:303308,CROSSTOWN to Westfort,3113
1,303310,138878:303310,MAINLINE to Waterfront,3231
2,303311,132721:303311,CROSSTOWN to Westfort,3113
16,303312,134490:303312,BALMORAL to College,3152
1,303314,135072:303314,MAINLINE to Westfort,3130
11,303316,134236:303316,JOHN to Windsor St.,3283
3J,303318,135659:303318,JUMBO GARDENS to Airport,3286
1,303320,134113:303320,MAINLINE to Westfort,3130
2,303324,132715:303324,CROSSTOWN to Westfort,3113
10,303328,135567:303328,NORTHWOOD to College,3264
9,303330,135629:303330,JUNOT to Waterfront,3261
16,303333,134689:303333,BALMORAL to College,3152
16,303334,134698:303334,BALMORAL to College,3152
10,303335,134455:303335,NORTHWOOD to College,3264
1,303336,135652:303336,MAINLINE to Current River,3274
2,303338,132728:303338,CROSSTOWN to Westfort,3113
16,303339,135593:303339,BALMORAL to Waterfront,3301
16,303340,134494:303340,BALMORAL to College,3152
9,303342,135716:303342,JUNOT to Intercity,3260
11,303344,134240:303344,JOHN to Windsor St.,3283
9,303346,138675:303346,JUNOT to Intercity,3260
4,303347,134734:303347,NEEBING,3218
9,303349,135107:303349,JUNOT to Intercity,3260
13,303350,134654:303350,JOHN-JUMBO to County Fair,3265
11,303354,135725:303354,JOHN to Windsor St.,3283
13,303356,139137:303356,JOHN-JUMBO to County Fair,3265
9,303358,135106:303358,JUNOT to Intercity,3260
13,303360,139134:303360,JOHN-JUMBO to County Fair,3265
1,303363,135077:303363,MAINLINE to Current River,3274
2,303365,133911:303365,CROSSTOWN to Westfort,3113
10,303367,134944:303367,NORTHWOOD to College,3264
13,303369,132400:303369,JOHN-JUMBO to County Fair,3265
1,303372,132700:303372,MAINLINE to Waterfront,3231
16,303375,134495:303375,BALMORAL to College,3152
10,303377,134953:303377,NORTHWOOD to College,3264
2,303378,138786:303378,CROSSTOWN to Westfort,3113
9,303381,135615:303381,JUNOT to Intercity,3260
16,303386,134695:303386,BALMORAL to College,3152
2,303388,133910:303388,CROSSTOWN to Westfort,3113
1,303390,138812:303390,MAINLINE to Westfort,3130
10,303391,132444:303391,NORTHWOOD to College,3264
3M,303392,138881:303392,MEMORIAL to County Park,3175
1,303393,135078:303393,MAINLINE to Current River,3274
9,303394,135637:303394,JUNOT to Waterfront,3261
3C,303397,135541:303397,COUNTY PARK to Northwood,3271
10,303399,139099:303399,NORTHWOOD to College,3264
1,303400,138871:303400,MAINLINE to Waterfront,3231
11,303407,134795:303407,JOHN to Windsor St.,3283
9,303409,135100:303409,JUNOT to University,3247
2,303410,138781:303410,CROSSTOWN to Westfort,3113
1,303411,132708:303411,MAINLINE to Waterfront,3231
2,303412,138788:303412,CROSSTOWN to Westfort,3113
3M,303420,138938:303420,MEMORIAL to Waterfront,3179
3J,303424,134898:303424,JUMBO GARDENS to Airport,3286
1,303426,132709:303426,MAINLINE to Waterfront,3231
3J,303427,134887:303427,JUMBO GARDENS to Airport,3286
11,303428,134235:303428,JOHN to Windsor St.,3283
10,303429,132438:303429,NORTHWOOD to College,3264
11,303430,134801:303430,JOHN to Windsor St.,3283
4,303431,134729:303431,NEEBING,3218
1,303433,135081:303433,MAINLINE to Current River,3274
9,303439,135116:303439,JUNOT to Waterfront,3261
11,303441,134794:303441,JOHN to Windsor St.,3283
10,303444,134447:303444,NORTHWOOD to College,3264
3C,303445,135539:303445,COUNTY PARK to Northwood,3271
3C,303446,135026:303446,COUNTY PARK to Northwood,3271
13,303447,139135:303447,JOHN-JUMBO to County Fair,3265
3M,303449,138879:303449,MEMORIAL to County Park,3175
3J,303450,134897:303450,JUMBO GARDENS to Airport,3286
16,303451,134493:303451,BALMORAL to College,3152
9,303452,135635:303452,JUNOT to Waterfront,3261
9,303454,135118:303454,JUNOT to Waterfront,3261
16,303455,134505:303455,BALMORAL to College,3152
13,303459,132401:303459,JOHN-JUMBO to County Fair,3265
3M,303460,138882:303460,MEMORIAL to County Park,3175
10,303461,132439:303461,NORTHWOOD to College,3264
1,303462,132710:303462,MAINLINE to Waterfront,3231
3M,303465,135423:303465,MEMORIAL to County Park,3175
16,303467,135579:303467,BALMORAL to Waterfront,3301
1,303468,135654:303468,MAINLINE to Current River,3274
1,303469,132651:303469,MAINLINE to Westfort,3130
13,303473,139140:303473,JOHN-JUMBO to County Fair,3265
1,303481,135606:303481,MAINLINE to Westfort,3130
9,303482,138670:303482,JUNOT to Intercity,3260
10,303483,134454:303483,NORTHWOOD to College,3264
10,303484,134951:303484,NORTHWOOD to College,3264
9,303485,138674:303485,JUNOT to Intercity,3260
10,303486,134948:303486,NORTHWOOD to College,3264
1,303489,135053:303489,MAINLINE to Current River,3274
4,303492,134730:303492,NEEBING,3218
1,303493,135079:303493,MAINLINE to Current River,3274
10,303494,139097:303494,NORTHWOOD to College,3264
16,303497,135565:303497,BALMORAL to Waterfront,3301
2,303499,133907:303499,CROSSTOWN to Westfort,3113
10,303500,134451:303500,NORTHWOOD to College,3264
3J,303501,135657:303501,JUMBO GARDENS to Airport,3286
1,303505,135653:303505,MAINLINE to Current River,3274
10,303506,135588:303506,NORTHWOOD to College,3264
1,303509,135084:303509,MAINLINE to Current River,3274
3M,303510,138934:303510,MEMORIAL to Waterfront,3179
11,303512,134803:303512,JOHN to Windsor St.,3283
16,303513,134700:303513,BALMORAL to College,3152
1,303515,135605:303515,MAINLINE to Westfort,3130
4,303516,134728:303516,NEEBING,3221
10,303519,132446:303519,NORTHWOOD to College,3264
4,303522,134732:303522,NEEBING,3218
1,303524,135052:303524,MAINLINE to Current River,3274
11,303526,134796:303526,JOHN to Windsor St.,3283
1,303527,135649:303527,MAINLINE to Current River,3274
11,303533,134229:303533,JOHN to Windsor St.,3283
10,303534,132437:303534,NORTHWOOD to College,3264
13,303536,132399:303536,JOHN-JUMBO to County Fair,3265
9,303537,135135:303537,JUNOT to Intercity,3260
1,303538,138876:303538,MAINLINE to Waterfront,3231
2,303541,132720:303541,CROSSTOWN to Westfort,3113
9,303542,138684:303542,JUNOT to University,3247
10,303548,134452:303548,NORTHWOOD to College,3264
13,303549,134652:303549,JOHN-JUMBO to County Fair,3265
2,303553,138772:303553,CROSSTOWN to Westfort,3113
9,303554,138680:303554,JUNOT to Intercity,3260
11,303556,134797:303556,JOHN to Windsor St.,3283
3J,303561,134895:303561,JUMBO GARDENS to Airport,3286
9,303562,135117:303562,JUNOT to Waterfront,3261
16,303564,134699:303564,BALMORAL to College,3152
10,303565,134955:303565,NORTHWOOD to College,3264
3J,303571,135658:303571,JUMBO GARDENS to Airport,3286
10,303579,134443:303579,NORTHWOOD to College,3264
3J,303583,135656:303583,JUMBO GARDENS to Airport,3286
1,303590,138868:303590,MAINLINE to Waterfront,3231
3M,303592,138940:303592,MEMORIAL to Waterfront,3179
3J,303593,134894:303593,JUMBO GARDENS to Airport,3286
9,303594,135627:303594,JUNOT to Waterfront,3261
3M,303595,138883:303595,MEMORIAL to County Park,3175
10,303598,134954:303598,NORTHWOOD to College,3264
1,303599,132645:303599,MAINLINE to Westfort,3130
11,303600,135708:303600,JOHN to Windsor St.,3283
2,303602,138779:303602,CROSSTOWN to Westfort,3113
2,303603,138782:303603,CROSSTOWN to Westfort,3113
9,303604,138673:303604,JUNOT to Intercity,3260
9,303607,135689:303607,JUNOT to Intercity,3260
1,303610,135082:303610,MAINLINE to Current River,3274
16,303612,135572:303612,BALMORAL to Waterfront,3301
13,303614,139139:303614,JOHN-JUMBO to County Fair,3265
1,303616,135073:303616,MAINLINE to Westfort,3130
3C,303617,135020:303617,COUNTY PARK to Waterfront,3269
10,303618,134957:303618,NORTHWOOD to College,3264
3J,303621,134893:303621,JUMBO GARDENS to Airport,3286
10,303622,135595:303622,NORTHWOOD to College,3264
1,303623,134111:303623,MAINLINE to Westfort,3130
2,303624,132712:303624,CROSSTOWN to Westfort,3113
16,303630,134697:303630,BALMORAL to College,3152
2,303632,138783:303632,CROSSTOWN to Westfort,3113
16,303637,134504:303637,BALMORAL to College,3152
9,303638,138669:303638,JUNOT to Intercity,3260
16,303644,134498:303644,BALMORAL to College,3152
2,303645,132717:303645,CROSSTOWN to Westfort,3113
11,303648,135620:303648,JOHN to Windsor St.,3283
16,303649,134692:303649,BALMORAL to College,3152
10,303651,134457:303651,NORTHWOOD to College,3264
9,303652,135120:303652,JUNOT to Waterfront,3261
10,303653,134448:303653,NORTHWOOD to College,3264
16,303655,134693:303655,BALMORAL to College,3152
1,303658,134130:303658,MAINLINE to Westfort,3130
10,303661,134450:303661,NORTHWOOD to College,3264
3M,303663,135424:303663,MEMORIAL to Waterfront,3179
1,303665,135087:303665,MAINLINE to Cowan Only,3297
2,303668,132730:303668,CROSSTOWN to Westfort,3113
9,303672,138678:303672,JUNOT to Intercity,3260
1,303673,134110:303673,MAINLINE to Westfort,3130
1,303676,138813:303676,MAINLINE to Westfort,3130
9,303678,138677:303678,JUNOT to Intercity,3260
2,303680,138780:303680,CROSSTOWN to Westfort,3113
9,303681,135136:303681,JUNOT to Intercity,3260
2,303685,132727:303685,CROSSTOWN to Westfort,3113
11,303687,134230:303687,JOHN to Windsor St.,3283
10,303690,134441:303690,NORTHWOOD to College,3264
1,303694,138869:303694,MAINLINE to Waterfront,3231
10,303697,132443:303697,NORTHWOOD to College,3264
9,303698,138671:303698,JUNOT to Intercity,3260
10,303699,134947:303699,NORTHWOOD to College,3264
9,303700,138683:303700,JUNOT to University,3247
2,303701,132724:303701,CROSSTOWN to Westfort,3113
9,303702,135707:303702,JUNOT to Intercity,3260
1,303705,134112:303705,MAINLINE to Westfort,3130
4,303706,134731:303706,NEEBING,3218
9,303707,135633:303707,JUNOT to Waterfront,3261
1,303708,135049:303708,MAINLINE to Current River,3274
1,303710,138820:303710,MAINLINE to Westfort,3130
10,303714,134453:303714,NORTHWOOD to College,3264
10,303716,134956:303716,NORTHWOOD to College,3264
10,303717,139102:303717,NORTHWOOD to College,3264
16,303718,134503:303718,BALMORAL to College,3152
2,303721,138785:303721,CROSSTOWN to Westfort,3113
3J,303722,135660:303722,JUMBO GARDENS to Airport,3286
3J,303725,134883:303725,JUMBO GARDENS to Airport,3286
1,303727,138821:303727,MAINLINE to Westfort,3130
16,303729,134500:303729,BALMORAL to College,3152
9,303731,138681:303731,JUNOT to University,3247
1,303732,135050:303732,MAINLINE to Current River,3274
2,303735,133932:303735,CROSSTOWN to Westfort,3113
13,303738,139138:303738,JOHN-JUMBO to County Fair,3265
10,303741,139100:303741,NORTHWOOD to College,3264
9,303742,135631:303742,JUNOT to Waterfront,3261
3C,303843,135023:303843,COUNTY PARK to Castlegreen Dr,3168
7,303846,137410:303846,HUDSON to Shuniah St.,3252
7,303847,138769:303847,HUDSON to Shuniah St.,3252
3M,303848,138896:303848,MEMORIAL to County Park,3175
2,303849,139277:303849,CROSSTOWN to Waterfront,3262
14,303850,132488:303850,ARTHUR to Airport,3145
2,303852,139268:303852,CROSSTOWN to Westfort,3113
7,303854,134091:303854,HUDSON to Shuniah St.,3252
12,303855,135589:303855,to City Hall,3244
7,303856,134105:303856,HUDSON to Shuniah St.,3252
7,303857,138766:303857,HUDSON to Shuniah St.,3252
9,303858,135130:303858,JUNOT to Waterfront,3261
2,303859,139291:303859,CROSSTOWN to Westfort,3113
2,303860,139281:303860,CROSSTOWN to Waterfront,3262
7,303865,134104:303865,HUDSON to Shuniah St.,3252
7,303867,134090:303867,HUDSON to Shuniah St.,3252
4,303868,139189:303868,NEEBING,3215
7,303869,135230:303869,HUDSON to Shuniah St.,3252
2,303870,139265:303870,CROSSTOWN to Westfort,3113
8,303871,135190:303871,JAMES to City Hall via College,3259
8,303874,135165:303874,JAMES to Intercity via College,3282
14,303878,139051:303878,ARTHUR to Airport,3145
14,303879,134401:303879,ARTHUR to Airport,3145
2,303880,139276:303880,CROSSTOWN to Waterfront,3262
3M,303881,138890:303881,MEMORIAL to County Park,3175
7,303882,135232:303882,HUDSON to Shuniah St.,3252
14,303883,135598:303883,ARTHUR to Airport,3145
9,303884,135124:303884,JUNOT to Waterfront,3261
2,303887,139295:303887,CROSSTOWN to Westfort,3113
4,303888,139184:303888,NEEBING,3215
8,303889,135188:303889,JAMES to City Hall via College,3259
7,303890,135233:303890,HUDSON to Shuniah St.,3252
2,303891,139273:303891,CROSSTOWN to Waterfront,3262
12,303892,135596:303892,to City Hall,3244
3C,303894,135019:303894,COUNTY PARK to Castlegreen Dr,3168
7,303895,134084:303895,HUDSON to Shuniah St.,3252
14,303899,139069:303899,ARTHUR to Airport,3145
3C,303900,135027:303900,COUNTY PARK to Castlegreen Dr,3168
8,303901,135590:303901,JAMES to Intercity via College,3282
7,303905,134098:303905,HUDSON to Shuniah St.,3252
14,303907,134783:303907,ARTHUR to Airport,3145
12,303908,135575:303908,to City Hall,3244
8,303916,135194:303916,JAMES to College,3211
14,303919,134762:303919,ARTHUR to Airport,3145
2,303920,139302:303920,CROSSTOWN to Westfort,3113
4,303921,134728:303921,NEEBING,3221
12,303923,134712:303923,to City Hall,3244
14,303926,134784:303926,ARTHUR to Airport,3145
7,303927,138753:303927,HUDSON to Shuniah St.,3252
7,303928,132788:303928,HUDSON to Shuniah St.,3252
1,303930,135554:303930,MAINLINE to Current River,3234
7,303936,138765:303936,HUDSON to Shuniah St.,3252
7,303937,135226:303937,HUDSON to Shuniah St.,3252
7,303938,138755:303938,HUDSON to Shuniah St.,3252
7,303939,132785:303939,HUDSON to Shuniah St.,3252
14,303942,132489:303942,ARTHUR to Airport,3145
3M,303944,138886:303944,MEMORIAL to County Park,3175
2,303945,139294:303945,CROSSTOWN to Westfort,3113
14,303946,134402:303946,ARTHUR to Airport,3145
9,303948,135122:303948,JUNOT to Waterfront,3261
8,303950,135161:303950,JAMES to Intercity via College,3282
7,303953,132780:303953,HUDSON to Shuniah St.,3252
7,303954,138762:303954,HUDSON to Shuniah St.,3252
7,303955,135222:303955,HUDSON to Shuniah St.,3252
11,303956,135682:303956,JOHN to Windsor St.,3283
2,303957,139292:303957,CROSSTOWN to Westfort,3113
8,303958,135632:303958,JAMES to City Hall via College,3259
8,303959,135172:303959,JAMES to Intercity via College,3282
7,303962,137413:303962,HUDSON to Shuniah St.,3252
7,303964,132789:303964,HUDSON to Shuniah St.,3252
8,303965,135186:303965,JAMES to City Hall via College,3259
7,303967,132779:303967,HUDSON to Shuniah St.,3252
7,303968,134087:303968,HUDSON to Shuniah St.,3252
8,303970,135175:303970,JAMES to Intercity via College,3282
7,303976,138757:303976,HUDSON to Shuniah St.,3252
14,303979,134780:303979,ARTHUR to Airport,3145
7,303980,134102:303980,HUDSON to Shuniah St.,3252
12,303981,134725:303981,to City Hall,3244
7,303984,132775:303984,HUDSON to Shuniah St.,3252
8,303985,135197:303985,JAMES to College,3211
14,303987,139068:303987,ARTHUR to Airport,3145
7,303989,135223:303989,HUDSON to Shuniah St.,3252
8,303990,135178:303990,JAMES to City Hall via College,3259
7,303991,134095:303991,HUDSON to Shuniah St.,3252
7,303994,132782:303994,HUDSON to Shuniah St.,3252
7,303995,134089:303995,HUDSON to Shuniah St.,3252
12,303996,134722:303996,to City Hall,3244
14,303997,139067:303997,ARTHUR to Airport,3145
9,303999,135129:303999,JUNOT to Waterfront,3261
7,304008,134099:304008,HUDSON to Shuniah St.,3252
12,304009,134727:304009,to City Hall,3244
11,304011,135671:304011,JOHN to Windsor St.,3283
12,304013,134726:304013,to City Hall,3244
3M,304015,138885:304015,MEMORIAL to County Park,3175
14,304016,132472:304016,ARTHUR to Airport,3145
14,304020,134381:304020,ARTHUR to Airport,3145
3M,304030,138935:304030,MEMORIAL to Waterfront,3179
14,304033,139054:304033,ARTHUR to Airport,3145
14,304034,134405:304034,ARTHUR to Airport,3145
14,304037,134379:304037,ARTHUR to Airport,3145
8,304042,135202:304042,JAMES to City Hall,3204
2,304044,139300:304044,CROSSTOWN to Westfort,3113
2,304045,139327:304045,CROSSTOWN to Westfort,3113
7,304046,135221:304046,HUDSON to Shuniah St.,3252
3C,304049,139010:304049,COUNTY PARK to Castlegreen Dr,3168
7,304055,134107:304055,HUDSON to Shuniah St.,3252
2,304057,139321:304057,CROSSTOWN to Westfort,3113
2,304061,139260:304061,CROSSTOWN to Waterfront,3128
7,304063,135231:304063,HUDSON to Shuniah St.,3252
14,304064,134788:304064,ARTHUR to City Hall,3243
7,304068,135691:304068,HUDSON to Shuniah St.,3252
2,304072,139290:304072,CROSSTOWN to Westfort,3113
7,304074,134080:304074,HUDSON to Shuniah St.,3252
7,304075,134103:304075,HUDSON to Shuniah St.,3252
7,304079,135700:304079,HUDSON to Shuniah St.,3252
3M,304080,138894:304080,MEMORIAL to County Park,3175
14,304081,134786:304081,ARTHUR to Airport,3145
3M,304082,138889:304082,MEMORIAL to Waterfront,3179
7,304083,134081:304083,HUDSON to Shuniah St.,3252
14,304086,135570:304086,ARTHUR to Airport,3145
2,304087,139283:304087,CROSSTOWN to Waterfront,3262
2,304088,139306:304088,CROSSTOWN to Waterfront,3262
8,304090,135170:304090,JAMES to Intercity via College,3282
14,304092,132474:304092,ARTHUR to Airport,3145
7,304093,138756:304093,HUDSON to Shuniah St.,3252
8,304094,135604:304094,JAMES to Intercity via College,3282
2,304097,139275:304097,CROSSTOWN to Waterfront,3262
8,304100,135193:304100,JAMES to City Hall,3204
14,304101,134791:304101,ARTHUR to Airport,3145
7,304103,138751:304103,HUDSON to Shuniah St.,3252
3C,304105,139013:304105,COUNTY PARK to Castlegreen Dr,3168
8,304106,135163:304106,JAMES to Intercity via College,3282
14,304112,132487:304112,ARTHUR to Airport,3145
8,304114,135195:304114,JAMES to College,3211
14,304115,132475:304115,ARTHUR to Airport,3145
2,304116,139278:304116,CROSSTOWN to Waterfront,3262
2,304118,139259:304118,CROSSTOWN to Waterfront,3128
2,304119,139307:304119,CROSSTOWN to Waterfront,3262
3C,304122,139025:304122,COUNTY PARK to Castlegreen Dr,3168
8,304123,135167:304123,JAMES to Intercity via College,3282
4,304125,139186:304125,NEEBING,3302
8,304128,135576:304128,JAMES to Intercity via College,3282
3M,304130,138887:304130,MEMORIAL to Waterfront,3179
14,304133,132490:304133,ARTHUR to Airport,3145
14,304134,132473:304134,ARTHUR to Airport,3145
8,304136,135191:304136,JAMES to City Hall via College,3259
3M,304141,138884:304141,MEMORIAL to County Park,3175
9,304143,135127:304143,JUNOT to Waterfront,3261
12,304148,135561:304148,to City Hall,3244
3C,304151,139012:304151,COUNTY PARK to Castlegreen Dr,3168
